HRIR;HRTF;Configuration;Description;Source;Credits;Points
GGSonar_Tuning-6;SteelSeries GG Sonar,Headphone Mode;Headphones;Tuning: Balanced;;"SteelSeries GG Sonar
Recorded by Dirko";
GGSonar_Tuning-12;SteelSeries GG Sonar,Headphone Mode;Headphones;Tuning: Performance;;"SteelSeries GG Sonar
Recorded by Dirko";
cmss_ent;CMSS-3D,Headphone;Headphones;CMSS-3D in Entertainment Mode on X-Fi Titanium ;;Creative Technology Ltd. Recorded by Sossaman;
cmss_rx;CMSS-3D,Headphone;Headphones;CMSS-3D HRTF with speaker angles of 30°, 90°, 135° and 0° on Audigy 5/Rx ;;Creative Technology Ltd. Recorded by Tony (flyingsaucer75);
cmss_rx+;CMSS-3D,Headphone;Headphones;"CMSS-3D HRTF + EAX Reverb ""Room"" with speaker angles of 30°, 90°, 135° and 0° on Audigy 5/Rx ";;Creative Technology Ltd. Recorded by Tony (flyingsaucer75);
dh++;Dolby Headphones Surround;Headphones;Dolby Headphone DH-2 Cinema;;Dolby Laboratories, Inc.;
dht;Dolby Home Theater Headphone Surround Virtualizer;Headphones;Dolby Home Theater v4 Headphone Surround Virtualizer;;Dolby Laboratories, Inc.;
ds3d+;DirectSound3D HRTF;Headphones;"DirectSound3D HRTF + EAX Reverb ""Livingroom"" with speaker angles of 30°, 90°, 135° and 0°";;Creative Technology Ltd. Recorded by Sossaman;
ds3d++;DirectSound3D HRTF;Headphones;"DirectSound3D HRTF + EAX Reverb ""Room"" with speaker angles of 30°, 90°, 135° and 0°";;Creative Technology Ltd. Recorded by Sossaman;
ds3d+++;DirectSound3D HRTF;Headphones;"DirectSound3D HRTF + EAX Reverb ""Generic"" with speaker angles of 30°, 90°, 135° and 0°";;Creative Technology Ltd. Recorded by Sossaman;
gsx;Sennheiser Binaural Rendering Engine;Headphones;Sennheiser GSX 7.1 Binaural Rendering Engine;;"Sennheiser
Recorded by Filodream";
gsx+;Sennheiser Binaural Rendering Engine;Headphones;Sennheiser GSX 7.1 Binaural Rendering Engine + Reverb+;;"Sennheiser
Recorded by Filodream";
gsx++;Sennheiser Binaural Rendering Engine;Headphones;Sennheiser GSX 7.1 Binaural Rendering Engine + Reverb++;;"Sennheiser
Recorded by Filodream";
oal_cia0;CIAIR;Headphones;OpenAL Soft CIAIR HRTF with speaker angles of 30°, 90°, 135° and 0°;www.sp.m.is.nagoya-u.ac.jp/HRTF/database.html;Fumitada Itakura, Kazuya Takeda, Mikio Ikeda, Shoji Kajita and Takanori Nishino;
oal_cia1;CIAIR;Headphones;OpenAL Soft CIAIR HRTF with speaker angles of 45°, 110°, 150° and 0°;www.sp.m.is.nagoya-u.ac.jp/HRTF/database.html;Fumitada Itakura, Kazuya Takeda, Mikio Ikeda, Shoji Kajita and Takanori Nishino;
oal+;CIAIR;Headphones;"OpenAL Soft CIAIR HRTF + custom EAX Reverb ""Room"" with speaker angles of 30°, 90°, 135° and 0°";www.sp.m.is.nagoya-u.ac.jp/HRTF/database.html;Fumitada Itakura, Kazuya Takeda, Mikio Ikeda, Shoji Kajita and Takanori Nishino;
oal++;CIAIR;Headphones;"OpenAL Soft CIAIR HRTF + custom EAX Reverb ""Livingroom"" with speaker angles of 30°, 90°, 135° and 0°";www.sp.m.is.nagoya-u.ac.jp/HRTF/database.html;Fumitada Itakura, Kazuya Takeda, Mikio Ikeda, Shoji Kajita and Takanori Nishino;
razer_fix;Razer Surround;Headphones;"Razer Surround with ""fixed"" upper bass";;Razer Inc.;
sbx67;SBX Pro Studio;Headphones;SBX Pro Studio (also known as BlasterX Acoustic Engine or THX TruStudio Pro) Surround 67;;Creative Technology Ltd. ;
sbx67-;SBX Pro Studio;Headphones;SBX Pro Studio (also known as BlasterX Acoustic Engine or THX TruStudio Pro) Surround 67 without reverb;;Creative Technology Ltd. ;
sbx100-;SBX Pro Studio;Headphones;SBX Pro Studio (also known as BlasterX Acoustic Engine or THX TruStudio Pro) Surround 100 without reverb;;Creative Technology Ltd. ;
sonic-;Windows Sonic;Headphones;Windows Sonic 7.1 virtual surround sound for headphones without reverb;;Microsoft Corporation;
XearLargeRoom;C-Media Xear 3D;Headphones;Xear Large Room;https://mega.nz/file/zIkzDYjC#Tn20U2WJMUOLqOo4qf3Aaxl_XQZO54A14MMAIVbv8iE;C-Media Electronics, Inc.;
XearSmallRoom;C-Media Xear 3D;Headphones;Xear Small Room;https://mega.nz/file/zIkzDYjC#Tn20U2WJMUOLqOo4qf3Aaxl_XQZO54A14MMAIVbv8iE;C-Media Electronics, Inc.;
DH3;Dolby Headphones Surround;Headphones;Dolby headphone DH-3;https://sourceforge.net/p/hesuvi/discussion/general/thread/dbee8e75b1/;Dolby Laboratories, Inc.;
sbc40;SBX Pro Studio;Headphones;SBX Pro Studio Surround Surround at 40 via Sound Blaster Cinema 5 (Realtek onboard on Asrock B450 Fata1ity Gaming K4);https://sourceforge.net/p/hesuvi/discussion/general/thread/06e58a6b42/;Creative Technology Ltd.;
sbc50;SBX Pro Studio;Headphones;SBX Pro Studio Surround Surround at 50 via Sound Blaster Cinema 5 (Realtek onboard on Asrock B450 Fata1ity Gaming K4);https://sourceforge.net/p/hesuvi/discussion/general/thread/06e58a6b42/;Creative Technology Ltd.;
sbc60;SBX Pro Studio;Headphones;SBX Pro Studio Surround Surround at 60 via Sound Blaster Cinema 5 (Realtek onboard on Asrock B450 Fata1ity Gaming K4);https://sourceforge.net/p/hesuvi/discussion/general/thread/06e58a6b42/;Creative Technology Ltd.;
Dolby-CorsairHeasetGamingSoftware;Dolby Headphones Surround;Headphones;;;Dolby Laboratories, Inc. | Recorded by Dirko;
DolbyHeadphones-Movie Mode;Dolby Headphones Surround;Headphones;;;Dolby Laboratories, Inc. | Recorded by Dirko;
DolbyHeadphones-Music Mode;Dolby Headphones Surround;Headphones;;;Dolby Laboratories, Inc. | Recorded by Dirko;
RIEC_hrir_subject_001;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_002;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_003;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_004;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Female";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_005;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_006;RIEC;Headphones;Far-field HRTFs from the RIEC database of over 100 human listeners.;http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_007;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_008;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_009;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_010;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_011;RIEC;Headphones;Far-field HRTFs from the RIEC database of over 100 human listeners.;http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_012;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Female";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_013;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_014;RIEC;Headphones;Far-field HRTFs from the RIEC database of over 100 human listeners.;http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_015;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_016;RIEC;Headphones;Far-field HRTFs from the RIEC database of over 100 human listeners.;http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_017;RIEC;Headphones;Far-field HRTFs from the RIEC database of over 100 human listeners.;http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_018;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Female";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_019;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Female";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_020;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_021;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_022;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_023;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_024;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_025;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_026;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_027;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_028;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_029;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Female";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_030;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_031;RIEC;Headphones;"Far-field HRTFs from the RIEC database of over 100 human listeners.
Male";http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
RIEC_hrir_subject_032;RIEC;Headphones;Far-field HRTFs from the RIEC database of over 100 human listeners.;http://www.riec.tohoku.ac.jp/pub/hrtf/index.html;"Kajni Watanabe, Japan
K. Watanabe, Y. Iwaya, Y. Suzuki, S. Takane, and S. Sato, ""Dataset of head-related transfer functions measured with a circular loudspeaker array,"" Acoust. Sci. & Tech. 35(3), 159 – 165(2014)";
